sorgente,domanda,corretta,errata_1,errata_2,errata_3
../matematica/insegnamenti/piano/2024/6061/000/000/2024/index.txt,Quale tra i seguenti insegnamenti è obbligatorio per il percorso teorico?,A. ISTITUZIONI DI ALGEBRA E GEOMETRIA,B. ALGEBRE,C. ANALISI MATEMATICA 3,D. ELEMENTI DI CALCOLO DELLE VARIAZIONI
../matematica/insegnamenti/piano/2024/6061/000/000/2024/index.txt,Quale corso universitario richiede 2 CFU e appartiene al settore scientifico disciplinare MAT/05?,A. COMPLEMENTI DI ANALISI MATEMATICA,B. GEOMETRIA ALGEBRICA 1,C. ELEMENTI DI ANALISI FUNZIONALE,D. FONDAMENTI MATEMATICI DELLA MECCANICA QUANTISTICA
../matematica/insegnamenti/piano/2024/8010/000/000/2023/index.txt,Quale insegnamento del primo anno di corso ha un periodo di lezione che si estende dall'16/09/2024 al 30/05/2025?,E. IDONEITA' LINGUA INGLESE B - 1,A. ALGEBRA 1 - non attivo per l'anno 2024/2025,B. ANALISI MATEMATICA 1A - non attivo per l'anno 2024/2025,C. GEOMETRIA 1A - non attivo per l'anno 2024/2025
../matematica/insegnamenti/piano/2024/8010/000/000/2023/index.txt,Quale tra i seguenti insegnamenti del terzo anno di corso ha un periodo di svolgimento che si estende dall'16 settembre 2024 al 30 maggio 2025?,E. ANALISI MATEMATICA 3,A. FISICA MATEMATICA 3,B. GEOMETRIA 2,C. CALCOLO NUMERICO
../matematica/insegnamenti/piano/2024/8010/000/000/2023/index.txt,Quale tra i seguenti corsi opzionali ha un periodo di svolgimento che si estende dall'16 settembre 2024 al 30 maggio 2025?,E. PROVA FINALE,A. CURVE E SUPERFICI ALGEBRICHE,B. GEOMETRIA PROIETTIVA,C. LOGICA MATEMATICA
../matematica/insegnamenti/piano/2024/8010/000/000/2023/index.txt,In quale periodo dell'anno accademico 2024 si svolge il corso di 'Probabilità e Statistica Matematica 2'?,A. Dal 11 novembre 2024 al 16 dicembre 2024,B. Dal 15 ottobre 2024 al 20 novembre 2024,C. Dal 1 gennaio 2025 al 15 febbraio 2025,D. Dal 20 settembre 2024 al 10 ottobre 2024
../matematica/insegnamenti/piano/2024/8010/000/000/2023/index.txt,Quale tra questi corsi ha come codice di materia MAT/07?,A. INTRODUZIONE AI SISTEMI COMPLESSI,B. EQUAZIONI DIFFERENZIALI ORDINARIE,C. STATISTICA MATEMATICA,D. TEORIA DEI NUMERI 1
../matematica/insegnamenti/piano/2024/8010/000/000/2023/index.txt,"Secondo il codice fornito, a quale area disciplinare appartiene il corso di studi?",A. MAT/03,B. MAT/04,C. FIS/01,D. ING/02
../matematica/insegnamenti/piano/2024/8010/000/000/2022/index.txt,Quale insegnamento del primo anno di corso ha un periodo di svolgimento che si estende da settembre a maggio?,E. idoneità lingua inglese B,A. algebra 1,B. analisi matematica 1A,C. fisica matematica 1
../matematica/insegnamenti/piano/2024/8010/000/000/2022/index.txt,Quale tra i seguenti insegnamenti del terzo anno di corso ha un periodo di svolgimento che si estende dall'16 settembre 2024 al 30 maggio 2025?,E. ANALISI MATEMATICA 3,A. FISICA MATEMATICA 3,B. GEOMETRIA 2,C. CALCOLO NUMERICO
../matematica/insegnamenti/piano/2024/8010/000/000/2022/index.txt,Quale dei seguenti corsi opzionali del III anno ha un periodo di lezioni che si estende dall'16 settembre 2024 al 30 maggio 2025?,E. PROVA FINALE,A. CURVE E SUPERFICI ALGEBRICHE,B. GEOMETRIA PROIETTIVA,C. LOGICA MATEMATICA
../matematica/insegnamenti/piano/2024/8010/000/000/2022/index.txt,Quale delle seguenti materie è inclusa nel corso di studi con codice 8010 nell'anno accademico 2024?,A. GEOMETRIA PROIETTIVA,B. STATISTICA MATEMATICA 1,C. ALGEBRA LINEARE,D. FISICA MATEMATICA
../matematica/insegnamenti/piano/2024/8010/000/000/2022/index.txt,Quale tra questi corsi ha come codice di materia MAT/07?,A. INTRODUZIONE AI SISTEMI COMPLESSI,B. EQUAZIONI DIFFERENZIALI ORDINARIE,C. STATISTICA MATEMATICA,D. TEORIA DEI NUMERI 1
../matematica/insegnamenti/piano/2024/8010/000/000/2022/index.txt,"Secondo il codice fornito, a quale area disciplinare appartiene il corso di studi?",A. MAT/03,B.  FIS/01,C.  ING/05,D.  LET/02
../matematica/orario-lezioni/index.txt,Quale dei seguenti servizi online è specificamente menzionato per gli studenti della Laurea in Matematica all'Università di Bologna?,A. AlmaEsami,B. AlmaRegistri,C. Concilium,D. OrganiWeb
../matematica/orario-lezioni/index.txt,"Secondo il testo fornito, quale tra questi servizi NON è disponibile tramite il Portale di Ateneo?",A. IRIS - Archivio produzione scientifica,B. La mia e-mail,C. Servizi bibliotecari,D. U-Web Reporting - Reportistica Contabile Progetti
../matematica/orario-lezioni/index.txt,"In base al testo fornito, quando si tiene la lezione di 'Electromagnetic Propagation for Wireless Systems'?",A. 12 Dicembre 2017 09:00 - 11:30,B. 12 Gennaio 2018 09:00 - 11:30,C. 12 Dicembre 2017 14:00 - 16:30,D. 12 Dicembre 2017 08:00 - 10:30
../matematica/orario-lezioni/index.txt,In quale periodo si svolge il corso 'Electromagnetic Propagation for Wireless Systems'?,A. September 2017 - 18 December 2017,B. September 2017 - 12 December 2017,C. 12 December 2017 - 18 December 2017,D.  September 2016 - December 2017
../matematica/orario-lezioni/index.txt,"Secondo il testo fornito, quale informazione NON è disponibile sul sito web dell'Università di Bologna?",A.  Informazioni sul trattamento dei dati personali,B.  Impostazioni per l'accessibilità del sito,C.  Il programma completo del corso di laurea in matematica,D.  Note legali e informazioni sulla privacy
../matematica/giustificativo-per-il-datore-di-lavoro/index.txt,Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?,D. AlmaRegistri,A. AlmaEsami,B. Bacheca offerte di lavoro,C. Servizi bibliotecari
../matematica/giustificativo-per-il-datore-di-lavoro/index.txt,Quale dei seguenti servizi NON è menzionato come disponibile per gli studenti dell'Università di Bologna nel testo fornito?,D. Servizio di supporto per la ricerca di alloggi studenteschi,A.  IRIS - Archivio produzione scientifica,B.  Servizi bibliotecari,C.  La mia e-mail Studenti
../matematica/giustificativo-per-il-datore-di-lavoro/index.txt,A quale scopo viene utilizzato il modulo 'Giustificativo per il datore di lavoro' disponibile sul sito dipartimento di matematica dell'Università di Bologna?,"A. Per certificare l'assenza lavorativa in caso di partecipazione a lezioni, prove d'esame o sessioni di laurea",B. Per richiedere un permesso di studio al datore di lavoro per frequentare corsi online,C. Per giustificare l'assenza lavorativa in caso di malattia durante il periodo di studio,D. Per richiedere un rimborso per le spese sostenute durante la partecipazione a eventi accademici
../matematica/procedura-burocratica/index.txt,"Secondo le istruzioni fornite, qual è il livello di accesso preferito per la tesi digitale?",A. accesso libero,B. accesso riservato,C. accesso pubblico,D. accesso solo al relatore
../matematica/tolc/index.txt,"Quanto dura il TOLC-I, il test di ingresso per questo corso di laurea?",A. 1 ora e 50 minuti,B. 2 ore,C. 1 ora e 30 minuti,D. 1 ora e 10 minuti
../matematica/tolc/index.txt,"Secondo il bando di ammissione, quale peso viene attribuito al punteggio della sezione logica del TOLC-I nella graduatoria di merito?","A. 0,5",B. 1,"C. 0,1","D. 0,25"
../matematica/servizi-di-orientamento/index.txt,Quale dei seguenti servizi online NON è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,D. AlmaRegistri,A. AlmaEsami,B. Bacheca offerte di lavoro,C. Servizi bibliotecari
../matematica/servizi-di-orientamento/index.txt,Quale dei seguenti servizi NON è menzionato come disponibile per gli studenti dell'Università di Bologna?,D. Servizi di consulenza linguistica,A.  Incarichi extraistituzionali,B.  Tesi online,C.  Servizi bibliotecari
../matematica/servizi-di-orientamento/index.txt,"Secondo il testo, a chi si può rivolgere per ottenere informazioni sugli sbocchi occupazionali del Corso di Laurea in Matematica?",A. Segreteria Didattica del Corso di Laurea,B. Proff. Andrea Bonfiglioli e Massimo Ferri,C. Alice Barbieri,D. Tutor del Corso di Laurea in Fisica
../matematica/servizi-di-orientamento/index.txt,"Per ricevere supporto e chiarimenti riguardo al corso di laurea in Matematica, quale indirizzo email è dedicato ai tutor del corso?",A. mat.didattica@unibo.it,B. a.barbieri@unibo.it,C. matematica.didattica@unibo.it,D. orientamento.matematica@unibo.it
../matematica/servizi-di-orientamento/index.txt,Quale delle seguenti app NON è menzionata come disponibile per gli studenti dell'Università di Bologna?,A. App Alumni,B. App Job Placement,C. App MyStudy,D. myUniBo
../matematica/prospettive/index.txt,"Secondo il testo, quale delle seguenti NON è una competenza associata alla funzione di 'Esperto matematico'?",D.  Dimestichezza nell'utilizzo di software di progettazione architettonica,A. Capacità progettuali e di pianificazione,B. Creatività e doti di intuizione ed analisi,C. Capacità di comunicazione per favorire una buona divulgazione delle discipline matematiche
../matematica/guida-alla-scelta-dei-corsi-opzionali/index.txt,Quale tra le seguenti affermazioni descrive meglio l'obiettivo del corso di 'Complementi di Analisi Matematica'?,"A. Completare la formazione di analisi di base degli studenti del corso di Laurea in Matematica, con particolare attenzione alle serie di Fourier e all'integrazione di forme differenziali su varietà.","B. Fornire una solida base in algebra lineare e teoria dei numeri, con applicazioni in fisica e ingegneria.","C. Approfondire i concetti di geometria proiettiva e statistica matematica, con particolare attenzione alle loro applicazioni in computer grafica e analisi dei dati.","D. Introduzione ai fondamenti della logica matematica e della teoria dei numeri, con applicazioni in informatica e crittografia."
../matematica/guida-alla-scelta-dei-corsi-opzionali/index.txt,Quale delle seguenti affermazioni descrive più accuratamente l'obiettivo del corso di 'COMPLEMENTI DI ALGEBRA'?,A.  Imparare a calcolare integrali superficiali e a risolvere problemi di equazioni alle derivate parziali in due variabili.,"B.  Approfondire la teoria di Galois e la teoria dei moduli, con particolare attenzione alla risoluzione di equazioni polinomiali tramite radicali.",C.  Comprendere la geometria degli spazi affini e sviluppare modelli per la topologia.,"D.  Sviluppare la capacità di impostare e analizzare dimostrazioni logiche, con particolare attenzione al ragionamento matematico alla base dei calcolatori."
../matematica/guida-alla-scelta-dei-corsi-opzionali/index.txt,"Quale delle seguenti affermazioni descrive meglio l'importanza della logica matematica, secondo il testo?",A. La logica matematica è fondamentale per comprendere la struttura delle dimostrazioni matematiche e analizzare la loro validità.,B. La logica matematica è principalmente utile per risolvere equazioni diofantee e congruenze.,"C. La logica matematica è la base del funzionamento dei calcolatori, ma non ha applicazioni in altri campi della matematica.",D. La logica matematica è un argomento teorico che non ha applicazioni pratiche nel mondo reale.
../matematica/insegnamenti_code=8010/index.txt,Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna tramite il portale online?,D. Cedolini web,A. AlmaEsami,B. Bacheca offerte di lavoro,C. Servizi bibliotecari
../matematica/insegnamenti_code=8010/index.txt,"Secondo il testo, in quale anno accademico è disponibile il piano didattico per gli studenti immatricolati nel corso di laurea in Matematica con codice 8010?",A. 2023-24,B. 2022-23,C. 2024-25,D. 2025-26
../matematica/insegnamenti_code=8010/index.txt,Quale piano didattico è disponibile per gli studenti immatricolati nell'anno accademico 2022-2023 nel corso di laurea in Matematica con codice 8010?,A. [Piano didattico per studenti immatricolati nell'a.a. 2022-23](https://corsi.unibo.it/laurea/matematica/insegnamenti/piano/2024/8010/000/000/2022),B. [Piano didattico per studenti immatricolati nell'a.a. 2023-24](https://corsi.unibo.it/laurea/matematica/insegnamenti/piano/2024/8010/000/000/2023),C. [Codice 6061](https://corsi.unibo.it/laurea/matematica/insegnamenti?code=6061),D. [Codice 8010](https://corsi.unibo.it/laurea/matematica/insegnamenti?code=8010)
../matematica/informazioni-sul-sito-e-accessibilita/index.txt,Quale ente è responsabile della progettazione e dello sviluppo del sito web del Corso di Studi dell'Università di Bologna?,A. Settore Portale d'Ateneo – Artec e Settore tecnologie web - Cesia,B. Redazione web del corso,C. Settore Comunicazione di Ateneo,D.  Un team di studenti volontari
../matematica/obiettivi_code=8010/index.txt,"Secondo il testo, quali sono le aree di specializzazione che il corso di laurea in Matematica intende rafforzare nei suoi studenti?","A. Capacità di sintesi, astrazione, problem solving, abilità informatiche e computazionali","B. Capacità di sintesi, astrazione, problem solving, abilità informatiche e computazionali, con particolare attenzione alla Statistica Matematica e alla Logica Matematica","C. Capacità di sintesi, astrazione, problem solving, abilità informatiche e computazionali, con particolare attenzione alla Fisica Matematica e all'Analisi Numerica","D. Capacità di sintesi, astrazione, problem solving, abilità informatiche e computazionali, con particolare attenzione alla Ricerca Operativa e alla Fisica Generale"
../matematica/obiettivi_code=8010/index.txt,In che anno è stato introdotto il corso?,A. 2011,B. 2010,C. 2012,D. 2001
../matematica/aule-laboratori-biblioteche/index.txt,Quante postazioni informatiche sono disponibili nella sala studio al piano terra della biblioteca del Dipartimento di Matematica?,A. 80,B. 20,C. 100,D. 3
../matematica/aule-laboratori-biblioteche/index.txt,Quante postazioni sono disponibili nel Laboratorio Studenti?,A. 48,B. 3,C. 6,D. 30
../matematica/formazione-obbligatoria-su-sicurezza-e-salute/index.txt,"Secondo il testo, in quale delle seguenti situazioni l'Ateneo riconosce la formazione specifica sulla sicurezza (Moduli 2, 3, 4) pregressa svolta presso un altro ente?",A. Nessuna delle precedenti,B. Se la formazione è stata svolta presso un'altra università italiana.,C. Se la formazione è stata svolta presso un ente accreditato.,D. Se la formazione è stata svolta entro il periodo quinquennale di validità.
../matematica/erasmus-studio/index.txt,Quale delle seguenti università NON è stata proposta come destinazione di studio per gli studenti del Corso di Laurea in Matematica?,D. UNIVERSITÀ VAN AMSTERDAM,A. École Normale Supérieure De Lyon,B.  TECHNISCHE UNIVERSITÄT BERLIN,C.  University of East Anglia
../matematica/erasmus-studio/index.txt,Quale università NON è situata in Gran Bretagna?,A. UNIVERSITEIT VAN AMSTERDAM,B. University of East Anglia,C. University of Durham,D. Cardiff University
../matematica/erasmus-studio/index.txt,Qual è l'indirizzo del sito web menzionato nel testo?,A. https://www.ub.edu/web/portal/ca/,B. https://www.ub.edu/web/portal/es/,C. https://www.ub.edu/portal/ca/,D. https://www.ub.edu/web/portal/it/
../matematica/erasmus-studio/index.txt,Quali sono le principali caratteristiche del corso di laurea in Informatica all'Università di Barcellona?,A. Il testo fornito non contiene informazioni specifiche sul corso di laurea in Informatica all'Università di Barcellona.,B. Il corso di laurea in Informatica all'Università di Barcellona dura 3 anni e prevede un forte focus sulla programmazione in Python.,C. Il corso di laurea in Informatica all'Università di Barcellona è rivolto principalmente a studenti con una forte preparazione matematica.,"D. Il corso di laurea in Informatica all'Università di Barcellona offre diverse specializzazioni, tra cui intelligenza artificiale e sicurezza informatica."
../matematica/erasmus-studio/index.txt,Qual è l'argomento principale del corso di laurea in base al link fornito?,A.  Il contesto fornito non contiene informazioni su un corso di laurea.,B.  Il corso di laurea si concentra sulla storia dell'arte medievale.,C.  Il corso di laurea è incentrato sulla fisica quantistica.,D.  Il corso di laurea si occupa di economia e finanza internazionale.
../matematica/erasmus-studio/index.txt,"Secondo il testo fornito, quale università ospita il corso?",A. Università di Barcellona,B. Università di Bologna,C. Università di Roma,D. Università di Milano
../matematica/erasmus-studio/index.txt,"Secondo il testo fornito, quale delle seguenti affermazioni descrive accuratamente l'argomento principale?",A. Il testo fornisce informazioni sul sito web dell'Università di Barcellona.,B. Il testo discute i programmi di laurea offerti dall'Università di Barcellona.,C. Il testo analizza la storia e la missione dell'Università di Barcellona.,D. Il testo elenca i requisiti di ammissione per gli studenti internazionali all'Università di Barcellona.
../matematica/segreteria-e-uffici/index.txt,Quale dei seguenti servizi online è specificamente dedicato agli studenti dell'Università di Bologna?,A. AlmaEsami,B. AlmaRegistri,C. Concilium,D. IRIS - Archivio produzione scientifica
../matematica/segreteria-e-uffici/index.txt,"Secondo il testo fornito, quale servizio online è dedicato alla gestione delle tesi di laurea?",A. Tesi online,B. Concilium,C. IRIS - Archivio produzione scientifica,D. Virtuale
../matematica/segreteria-e-uffici/index.txt,Quale ufficio si occupa della gestione delle pratiche amministrative relative alla carriera degli studenti iscritti al Corso in Matematica?,A. Segreteria studenti,B. Ufficio Didattico,C. Ufficio Tirocini,D. Ufficio Amministrazione Generale
../matematica/segreteria-e-uffici/index.txt,Quale ufficio dell'università si occupa di fornire supporto agli studenti nell'intraprendere l'attività di tirocinio?,A. Ufficio Tirocini,B. Ufficio Didattico,C. Ufficio Relazioni Internazionali,D. Ufficio Amministrativo
../matematica/segreteria-e-uffici/index.txt,"Quali informazioni aggiuntive, oltre alle note legali, sono disponibili sul sito web menzionato nel testo?",A. Informazioni sul sito e accessibilità,B.  Informazioni sui corsi di laurea in fisica,C.  Le politiche di copyright dell'università,D.  Un elenco di tutti i docenti del dipartimento di matematica
../matematica/insegnamenti_year=2024&code=6061/index.txt,"Secondo il testo fornito, quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?",D. AlmaRegistri,A. AlmaEsami,B. UniboStore,C. Concilium
../matematica/insegnamenti_year=2024&code=6061/index.txt,"Secondo il testo, in quale anno accademico sono disponibili i piani didattici?",A. 2024/2025,B. 2023/2024,C. 2025/2026,D. 2022/2023
../matematica/insegnamenti_year=2024&code=6061/index.txt,Quale codice identifica il piano didattico per studenti immatricolati nell'anno accademico 2024/25 nel corso di laurea in Matematica?,A. 6061,B. 8010,C. 2024,D. 000/000
../matematica/completa-procedura-immatricolazione/index.txt,Quando è necessario attivare la carriera universitaria per poter accedere ai servizi online come la rete Wi-Fi e le risorse bibliotecarie?,A. Entro il 28 febbraio 2025,B. Entro il 28 febbraio 2024,C. La carriera viene attivata automaticamente al momento dell'immatricolazione,D. L'attivazione della carriera non è necessaria per accedere ai servizi online
../matematica/completa-procedura-immatricolazione/index.txt,Quando è necessario attivare la carriera universitaria per poter accedere ai servizi online e compiere azioni come la prenotazione degli esami?,A. Entro il 28 febbraio 2025,B. Entro il 28 febbraio 2024,C. Entro il 31 marzo 2025,D. L'attivazione della carriera è automatica e non richiede una data limite
../matematica/completa-procedura-immatricolazione/index.txt,"In caso di immatricolazione con titolo di studio conseguito all'estero, quale documento è necessario presentare alla Segreteria studenti internazionali al momento dell'appuntamento?",A. Una copia del visto di ingresso per studio,B. Una copia del permesso di soggiorno,C. La ricevuta della richiesta del permesso di soggiorno,D. Il certificato di invalidità civile
../matematica/tutor-del-corso/index.txt,Quale delle seguenti affermazioni descrive meglio il ruolo del tutor nel corso di studio?,"A.  Il tutor funge da interfaccia tra gli studenti e il corso, fornendo supporto informativo e organizzativo.",B. Il tutor si occupa esclusivamente della gestione delle attività didattiche e del calendario degli esami.,"C. Il tutor svolge un ruolo di valutazione degli studenti, fornendo feedback sulle loro performance.","D. Il tutor si occupa solo di fornire supporto personalizzato agli studenti con difficoltà di apprendimento, non di altri aspetti organizzativi."
../matematica/qualita-corso/index.txt,Quale percentuale di studenti della coorte 2021/2022 ha superato gli Obblighi Formativi Aggiuntivi (OFA)?,A. 29.4%,B. 17.6%,C. 25%,D. 16.7%
../matematica/qualita-corso/index.txt,Quale percentuale di studenti della coorte 2021/2022 ha superato l'Obbligo Formativo Aggiuntivo (OFA)?,C. 33.3%,A. 17.6%,B. 29.4%,D. 7.9%
../matematica/qualita-corso/index.txt,Qual è la percentuale di laureati di questo corso che lavorano e proseguono gli studi un anno dopo la laurea nel 2021?,A. 77.1%,B. 98%,C. 93.4%,D. 74.9%
../matematica/qualita-corso/index.txt,"Qual è la percentuale di studenti che lavorano e proseguono gli studi in questo corso, rispetto alla percentuale media per corsi della stessa classe in Italia?",A. 77.1% contro il 96%,B. 19.4% contro il 15.6%,C. 1.4% contro il 92%,D. 0% contro il 5.6%
../matematica/qualita-corso/@@esami-voto-medio/index.txt,"Secondo il testo, quale tra questi servizi online è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?",A. AlmaEsami,B. AlmaRegistri,C. Concilium,D. IRIS - Archivio produzione scientifica
../matematica/qualita-corso/@@esami-voto-medio/index.txt,"Secondo il testo fornito, quale tra questi servizi NON è disponibile tramite il portale di Ateneo dell'Università di Bologna?",A. UniboImmagine,B. Concilium,C. La mia e-mail,D. IRIS - Archivio produzione scientifica
../matematica/qualita-corso/@@esami-voto-medio/index.txt,"Secondo i dati forniti, qual è il voto medio conseguito negli esami di GEOMETRIA 3?",A. Non specificato nel testo,B. 7.5,C. 6.2,D. 8.9
../matematica/qualita-corso/@@esami-voto-medio/index.txt,Quale tra i seguenti insegnamenti ha registrato il numero più alto di esami sostenuti nell'anno precedente?,A. ALGEBRA 1,B. GEOMETRIA 1B,C. INFORMATICA,D. ANALISI MATEMATICA 1A
../matematica/qualita-corso/@@esami-voto-medio/index.txt,Quale delle seguenti app NON è menzionata come disponibile per gli studenti dell'Università di Bologna?,D. App Calendario,A. myUniBo,B. myAlmaOrienta,C. App Job Placement
../matematica/informazioni-aziende/index.txt,"Quanto tempo, in giorni lavorativi, è necessario in genere per ricevere la conferma dell'inizio di un tirocinio dall'inserimento dell'offerta o dell'accettazione della candidatura?",A. 15,B. 10,C. 20,D. 30
../matematica/informazioni-aziende/index.txt,"Secondo il testo fornito, dove si possono trovare informazioni specifiche sul tirocinio per aziende e enti?",A. https://corsi.unibo.it/laurea/matematica/faq-sul-tirocinio-per-aziende-enti,B. www.dsa.unibo.it,C. https://corsi.unibo.it/laurea/matematica/faq-sul-tirocinio-per-studenti,D. https://corsi.unibo.it/laurea/matematica/faq-sul-tirocinio
../matematica/tirocini/index.txt,"Secondo le istruzioni fornite, qual è l'ultimo passaggio da compiere per attivare il tirocinio dopo l'approvazione della Commissione Tirocini?","A. Scaricare il registro presenze da SOL-Tirocini, dove troverai il periodo autorizzato per il tirocinio.",B. Contattare il tutor del soggetto ospitante per confermare la data di inizio del tirocinio.,C. Presentare un modulo di sicurezza presso il Servizio Job Placement.,D. Inviare una email di ringraziamento alla Commissione Tirocini per l'approvazione.
../matematica/tirocini/index.txt,"Secondo le informazioni fornite, in quale situazione è necessario contattare preventivamente il Tutor Accademico per estendere le coperture assicurative durante il tirocinio?",A. Quando si effettuano trasferte presso sedi non indicate nel programma approvato.,"B. Quando si verificano variazioni nel programma di tirocinio, come sospensioni o annullamenti.",C. Quando si riceve la conferma della validazione della richiesta di tirocinio.,D. Quando si scarica il registro presenze da [SOL-Tirocini] per il periodo autorizzato.
../matematica/compilare-piano-di-studi/index.txt,"Secondo il testo fornito, quale servizio online è dedicato specificamente alla gestione delle tesi di laurea?",A. Tesi online,B. AlmaEsami,C. Servizi bibliotecari,D. Bacheca offerte di lavoro
../matematica/compilare-piano-di-studi/index.txt,"Secondo il testo fornito, quale tra questi servizi NON è disponibile per gli studenti dell'Università di Bologna?",A. UniboImmagine,B.  Concilium,C.  La mia e-mail Studenti,D.  IRIS - Archivio produzione scientifica
../matematica/compilare-piano-di-studi/index.txt,In quale periodo si apre la prima finestra per la compilazione del piano di studi per il corso di Laurea in Matematica all'Università di Bologna?,A. Dal 2 ottobre 2023 al 31 ottobre 2023,B. Dal 1 marzo 2024 al 31 marzo 2024,A. Dal 1 ottobre 2023 al 30 novembre 2023,D. Dal 2 ottobre 2022 al 31 ottobre 2022
../matematica/compilare-piano-di-studi/index.txt,In quale periodo è possibile compilare il piano di studi online per gli studenti che non possono farlo tramite il sistema online?,A. Dal 2 ottobre 2023 al 31 ottobre 2023,B. Dal 1 marzo 2024 al 31 marzo 2024,A. Dal 15 ottobre 2023 al 15 novembre 2023,D. Dal 1 marzo 2024 al 15 aprile 2024
../matematica/compilare-piano-di-studi/index.txt,"Secondo il testo, quali sono le app disponibili per gli studenti dell'Università di Bologna?",A. myAlmaOrienta e App Job Placement,B. myAlmaOrienta e App Alumni,C. App Job Placement e App Alumni,"D. myAlmaOrienta, App Job Placement e App Alumni"
../matematica/compilare-piano-di-studi/pianiinsegnamentinumerochiuso-8010.pdf/@@download/file/PianiInsegnamentiNumeroChiuso-8010.pdf.txt,Quale tipo di corso di studio è possibile inserire tramite questo modulo?,A. Un insegnamento appartenente a un Corso di Studi a numero programmato,B. Un insegnamento appartenente a un Corso di Laurea magistrale,C. Un insegnamento appartenente a un Corso di Dottorato di ricerca,D. Un insegnamento appartenente a un Corso di Perfezionamento
../matematica/studiare/index.txt,"Secondo il testo, quale delle seguenti informazioni NON è disponibile sul sito web dedicato allo studio della laurea in matematica?",D.  Informazioni sui requisiti di ammissione al corso di laurea,A.  Calendario didattico dettagliato,B.  Modalità e scadenze per la prova finale,C.  Informazioni sui docenti e sulle aule disponibili
../matematica/studiare/index.txt,"Secondo il testo, quale delle seguenti opzioni NON è disponibile per gli studenti che desiderano gestire aspetti specifici del loro percorso di studi?",A. Ottenere lo status di studente-atleta,B. Cambiare Corso,C. Prolungare la durata degli studi - Studente a tempo parziale,D.  Ottenere un certificato o un duplicato
../matematica/studiare/index.txt,Quale delle seguenti opzioni NON è un servizio o una risorsa disponibile per gli studenti dell'Università di Bologna?,D. Rinnovo del passaporto,A. Ottenere lo status di studente-atleta,B. Attivare una carriera alias,C. Conciliare studio e lavoro
../matematica/overseas-storico-esperienze/index.txt,Quale tra queste università si trova in Oceania?,A. University of Technology Sindney,"B. University of California, Berkeley",C. Indian Institute of Science Bangalore,D. University of British Columbia
../matematica/collegio-superiore/index.txt,Quante categorie di studenti sono ammesse al Collegio Superiore dell'Università di Bologna?,A. Tre,B. Due,C. Quattro,D. Cinque
../matematica/frequenza-delle-lezioni/index.txt,"Secondo il testo, quale dei seguenti è un vantaggio **fondamentale** di frequentare le lezioni, soprattutto per gli insegnamenti di carattere pratico?",A. Essere presenti e attivi in prima persona,B.  Avere la possibilità di studiare in modo passivo e completare l'apprendimento in autonomia,C.  Condividere appunti e strategie per preparare gli esami solo con i compagni di corso più vicini,D.  Ottenere un punteggio più alto negli esami grazie alla guida del docente
../matematica/indagine-laureati-magistrali-in-matematica/index.txt,"Secondo l'indagine sui laureati magistrali in matematica, in quale fascia di tempo si è svolta la maggior parte degli intervistati?",A. Marzo 2011 e settembre 2018,B. Gennaio 2010 e dicembre 2017,C. Aprile 2012 e agosto 2019,D. Febbraio 2013 e ottobre 2018
../matematica/indagine-laureati-magistrali-in-matematica/index.txt,"Secondo il grafico, quale percentuale di laureati in matematica che hanno risposto alla domanda sul rifacimento del corso, ha risposto positivamente?",A.  Non è specificato nel testo.,B. 75%,C. 60%,D. 85%
../matematica/contatti/index.txt,A quale indirizzo si può recarsi per ricevere assistenza presso il Servizio Orientamento?,"A. Via Zamboni 25, Bologna","B. Via Zamboni 35, Bologna","C. Piazza Maggiore, Bologna","D. Corso Ercole I d'Este, Bologna"
../matematica/contatti/index.txt,In quale giorno e orario è possibile contattare telefonicamente il servizio per gli studenti con disabilità o con DSA?,A. Lunedì dalle 9:30 alle 12,B. Venerdì dalle 9:30 alle 12,C. Martedì dalle 9:30 alle 12,D. Giovedì dalle 9:30 alle 12
../matematica/contatti/index.txt,In quale giorno e orario è possibile recarsi presso la Segreteria studenti internazionali per consegnare documenti?,"A. Martedì 14–16, Mercoledì 9:30–12:30, Giovedì 9:30–12:30",B. Giovedì 9–12:30,"C. Lunedì 10:00–13:00, Martedì 14:00–17:00","D.  Martedì 10:00–13:00, Mercoledì 9:00–12:00, Giovedì 9:00–12:00"
../matematica/contatti/index.txt,"Per richiedere informazioni sulle borse di studio e le agevolazioni dell'Ateneo, a quale indirizzo email bisogna rivolgersi?",A. uborstudio@unibo.it,B. ases.contribuzionistudentesche@unibo.it,C. studenteatleta@unibo.it,D. mat.didattica@unibo.it
